heart_rate,steps,stress,avg_hr,std_hr,trend,max_jump,label
65.66096053226129,20,37,63.32219931471208,13.949725442665695,2.260250776755966,4.786041447853614,0
73.76157758549743,25,53,75.13921553635774,6.541777915778543,1.8104344675648856,8.561009584601738,0
155.0,19,94,169.00917450637434,3.24641926572059,29.141465358465172,45.48537214924064,1
47.8354823478751,22,15,45.16996272355253,10.56470113886213,7.8352872066724935,16.59382307863597,0
146.0,13,75,162.9128532162181,22.412613298278643,48.78576105268012,31.038911348272062,1
65.00670689631359,20,44,70.0559743667088,11.93114690485832,8.300198739163656,15.18032215199758,0
88.66923756649794,9,27,97.24786533177176,3.2957287737792624,-3.811091256389445,2.970015773076698,0
113.10676588257365,230,54,104.41620768484673,6.915611699918043,3.331568304811621,9.730475754971303,0
71.9932140332966,7,68,72.98235639469495,6.1210169117204,-6.032627151480735,4.012393389148144,0
73.53311950678064,26,60,71.81221727423568,8.532262764713904,-3.248959987994504,16.697125346497806,0
132.4240046791277,198,24,136.88974380456258,6.5100028227616935,15.060124246528806,23.244518106929796,0
83.46566836303039,8,32,84.89774638533459,5.5315422034268344,2.638791922124022,14.853020883091853,0
68.66245537208704,29,61,70.85428105873149,7.990407444659392,-11.829401100818384,12.813692087973529,0
95.64619371547742,279,18,100.02042785107571,7.5684071783257405,13.274635144916541,19.549374339544983,0
76.81979139002894,24,34,81.45207318313055,8.616950402020011,-11.54786681356991,4.861445679557556,0
132.2996046352018,251,13,137.03082299327838,6.701042273560413,-11.614988934985355,10.964348382490659,0
82.08072027824154,4,23,82.43711830666291,10.835219803607274,1.0939968795010573,4.057495839627325,0
86.66311802917859,22,28,83.30202366641656,11.767032577223302,-4.504529598360816,15.61070866959762,0
68.54850342711958,9,61,69.34189295899188,7.909417076173829,2.991003121947516,17.0595121685493,0
83.08456656442823,2,11,85.1750595916144,8.317587194144158,6.597338675284494,6.986640577206681,0
88.16641178988895,18,52,74.71337984979907,12.719408066128707,12.361811567078552,12.165231893019733,0
118.40107858628022,141,60,123.17684917078434,12.552560327191616,13.562636262957517,9.46674354281802,0
116.51676551032888,243,54,113.44983298926125,12.71486237146462,10.069066724025394,10.04239888718241,0
124.63150911358605,193,60,125.43158652271728,10.3465957030939,-5.198777074740411,18.230194957046443,0
28.0,4,93,34.02924847659107,45.644763167979505,60.02875119190915,65.47926536931628,1
79.93657941980354,13,65,74.90599995438606,4.847264126515439,-15.469426408860482,3.9630208417681274,0
65.75678023401701,13,45,67.10552492147661,10.470638359525921,0.1377566618444845,16.668192809299136,0
127.46899331225904,144,37,129.86547009321438,12.379001699912791,5.152616595667596,10.769455557407131,0
66.64061753186681,28,42,60.41971145331583,7.137320580727961,-12.629541429811779,9.163391953394246,0
130.41947832121306,134,19,131.92465759457482,12.303816197888175,-2.542939573640002,10.232198639709802,0
145.9872751154344,298,59,151.32725044820128,9.799978045897191,-4.799116814671831,7.546394372621722,0
112.5727076321195,168,13,116.86031515516828,6.1540180842558385,23.528384649323616,10.766648576467821,0
60.44820248859568,21,27,62.57409669996919,9.006973968946692,1.2434186459434922,22.328669777099645,0
116.18308987071849,101,34,119.08805298119913,9.55400652745453,-13.148050275905813,12.14895362883601,0
77.9737931959096,19,50,75.77770437180052,15.451297977762525,-3.1017349319325405,8.374517642645372,0
63.18981651044666,29,31,65.12849152011911,8.604214599687067,6.132853556602849,12.672005006469426,0
74.6321323036193,18,68,80.40576590229531,10.386318088114738,-0.22996086361432636,16.623276804675484,0
100.37620116863442,289,45,101.15449265699313,7.022307146342378,17.398701656505448,8.964515942316819,0
68.40389440211277,1,36,74.2470228642707,3.8678196072330007,3.4285818506767134,4.608033920275854,0
72.33390445180252,11,44,67.57675342339942,7.881692578117495,6.5259056554399155,13.151999655879681,0
99.97522638336801,213,15,104.32251453189212,8.099857483572048,7.826351751695662,12.178563202248375,0
59.47606555586881,18,57,61.294224968993646,6.901305382045215,3.5510418417394853,10.055707815243787,0
86.02904783962191,12,21,84.3072311862376,7.764839900811821,1.8443326948058345,0.8052799867463545,0
57.92730140561456,5,67,55.13579682543515,13.156764721169036,-8.44471994089896,14.398304986844686,0
122.23938556941127,156,45,124.95117472637374,8.963638691024093,-3.9888703636585072,4.84038842361919,0
75.36993840096561,28,24,74.96462909154275,1.8028937065096393,-1.1763845175843755,11.321809639790914,0
68.074782950712,8,68,65.02910910464296,6.053443449770331,3.015271533011211,15.52509219425805,0
65.07767533224414,3,45,65.75387903851083,17.196423581168656,-7.391582254405924,7.631451307931281,0
138.58021451801133,190,50,147.3804996008841,5.616636443502657,-6.0669704650175325,6.597677275720772,0
59.815563881119914,7,30,59.87174238732056,7.6975497149091705,-1.5764522457648134,12.577816835366146,0
64.75235319280232,2,69,60.789891581174984,8.392602574985853,-6.119560602684764,12.749928545493965,0
100.31762574294693,202,29,103.5605435948664,7.780528605895875,-7.788079743960373,4.822160863719841,0
79.92649469748005,0,36,88.27576219052102,8.274593049659932,-15.383831408043052,9.618044311511454,0
126.27771838735582,218,21,123.79446312671459,9.671293875712987,-8.732232872289275,7.824465746939306,0
73.92837469665648,26,48,76.07990995650258,3.0378310831001993,-9.242940841539843,8.117815940177026,0
105.4996483661246,98,15,100.96716777074228,8.021095393548649,1.528494538250429,9.256726856843288,0
57.856311891126026,19,45,60.580978006514044,10.027607248384168,22.1079883675226,9.497797361134506,0
62.64599255554808,2,44,57.93820914964972,3.4313008575835378,20.269686633041033,9.757337370108758,0
132.79284659102646,58,64,129.7642620077835,9.61452183958253,-3.898564288870335,0.79444133789967,0
74.68898745479483,13,34,79.90021919029188,10.261021019925554,-6.202596902863139,8.549621662725924,0
104.9358951061144,128,22,98.91383414342087,9.757539891346434,-7.63954783804999,3.9489729882346847,0
61.48684646584513,13,10,60.725697363402034,7.281138555485969,-0.39396618191055377,0.43126557565167545,0
73.07315914661962,14,36,68.63084313482557,9.847336547263772,-17.613329094384607,1.4918351898134006,0
134.76483597714875,95,33,133.6948917560212,14.92916826621856,-5.3111753083733255,15.83551457191818,0
61.0336249136118,27,22,54.92063817366885,6.145903778281826,6.762242436854787,5.570187160000554,0
59.77249721261825,7,62,55.19433573082595,6.098100123109992,4.578935532621199,14.242689736709938,0
66.02980102892116,17,10,72.71499665844625,5.532023177686627,-2.2722064841691028,7.19807172644977,0
80.88446930358555,15,61,80.4414387718425,2.033092796762473,0.2433894403398137,12.816865208824412,0
137.16992189399423,201,13,136.99160862588505,8.647787453056925,1.3360381938205654,10.481386871997646,0
33.0,12,93,32.4936674813636,17.977552972752836,18.05728596439576,33.73014115970062,1
118.295406419923,141,22,120.52959295898242,8.676840402375662,-10.37075987309381,14.058591996407873,0
134.25008093260772,263,36,142.88266327548453,1.8667309345402554,8.555847089575442,5.33118579543975,0
65.35555972336762,28,35,65.66678156015601,11.280153655330587,3.664105129158453,18.703900584074553,0
93.43204252267705,253,14,90.22217421116788,9.404729894214604,-0.16141321361016123,10.108460277631421,0
123.05418306588336,186,20,127.04272957452133,6.575237506952453,-12.922085416524531,7.692367497897501,0
56.889064515474765,13,45,62.16582985282999,9.303678640740193,-2.700007079911328,13.090257314190865,0
100.75789884094662,20,62,105.55499677461175,4.238668783455371,-16.83249870088385,10.152926481013756,0
71.95996858164816,12,67,70.71408939192837,5.83919684476839,-12.216791319862955,14.795664651627394,0
73.46917829447014,12,51,72.15227655111606,4.05459879811364,6.979438263097021,11.442344611984295,0
140.519541030378,72,31,138.79226729228836,4.859364491670503,5.025664094370712,11.292008577673165,0
123.4237543268432,92,28,125.85021666260043,12.539336461697403,8.434369168588809,8.074004813534897,0
49.401078260940245,19,12,54.788547316671064,6.6213370550176425,10.616638011147236,3.4030556703691754,0
119.31535719999307,127,28,119.41956461068193,7.952434598337251,2.2558739415553863,10.240866518765577,0
117.59020070450889,174,31,114.79979268293955,7.480378328536812,2.793497822837739,11.56967672482676,0
57.114553609680485,12,36,54.07750737129981,9.57940269384405,-0.36910692632352204,12.171390803306036,0
73.19769981540749,4,53,76.6747114146587,7.575892429892656,5.971240423869498,7.985887007282663,0
71.94580561373638,17,20,80.52213582449494,9.220160598956344,-8.90345659938439,12.66815139506719,0
110.16354385941463,186,35,106.10513835779165,3.619195956249291,-14.49161667010031,19.304935200918056,0
123.0,29,92,156.91286638508763,29.67873638946199,13.187295540997308,40.16330096409828,1
70.7383787102116,8,16,67.71891045448308,5.797038490178074,-4.521050974339251,16.435905233530455,0
123.2410313108068,287,61,128.9542847406191,5.747464606305237,-1.644341681113819,3.1241675519795127,0
124.12492998053095,258,66,126.36340063731176,6.734671063711164,-4.719657925705932,6.694163922504152,0
71.0385159178121,4,67,74.79830423186944,5.557184461599891,10.739684762327398,13.511038059089785,0
124.46708822955475,185,47,134.9801004040361,2.984430160591085,-5.747450660957532,6.066224364488859,0
107.05813446389539,137,11,109.85445291103856,9.226637001895591,-4.421023280609857,12.875481815643372,0
130.20616595906225,258,34,136.48901146769717,7.40003454973232,-2.47091968348246,0.5514767862354368,0
74.46952586055835,2,44,71.55933123556566,13.154192859660135,8.463752938381083,10.215498048556883,0
118.55271413059809,55,53,121.2318692164063,10.327243527279316,-3.3042055657235596,5.214928350330126,0
77.6819431730479,23,10,74.25685095837258,13.37934298282249,3.28343909800722,13.845463314778748,0
133.16864696629503,67,21,127.0076546347295,8.584429693932874,0.32762327740974767,13.92646803517524,0
122.62244602158906,262,32,117.77282504203481,3.656296071175193,-14.648827227400908,10.470698227786457,0
78.4313392467648,21,24,65.1618203138237,7.487467988609658,-4.533404719492892,17.95391325521679,0
109.50673255220794,195,59,105.4370480387158,6.803924299913219,11.831332432380663,12.626399342453913,0
88.11114982411956,14,14,94.39213702118798,11.563140152415365,-6.527276281188424,4.23146838184818,0
64.6518338055358,2,64,68.74006243592775,2.8410585797289434,-5.625655041025587,14.440264270226287,0
73.46885969193784,11,30,66.79170670395297,13.723900779910426,10.311669122390784,10.248540722766556,0
105.3115301976535,57,41,105.7841529467139,10.24466365750773,-22.557487013569823,8.042303010835102,0
64.8001046677806,11,29,60.17979063107528,8.319604901161341,-0.7509964397868745,7.501932033886337,0
142.6818921356498,236,15,137.9511242300014,7.9353384177470865,-2.565836504800322,9.966470801073166,0
76.37288911170766,20,63,78.6165727528381,6.493705929174016,4.506919742656382,1.34217216514328,0
96.0,61,79,92.48785078664169,25.201869696664538,16.625518897416526,8.60848688750233,1
112.38400045155365,276,22,103.08693382182234,5.123664631439675,-10.820069515525779,2.0820580510621003,0
94.43243963230354,18,48,88.9822871549353,9.667478082725381,-1.8122197790627044,7.847861505996421,0
65.1661896347987,7,55,70.70956173457732,7.0003220379127935,-8.920678456602397,6.501791889662633,0
121.43085895863777,166,63,119.15345849913744,9.122512084449145,6.728845129048846,16.05471214831653,0
79.37786756289917,17,66,86.53513266683845,10.777000843723584,-10.49997081300014,4.068888692444786,0
105.97199451114271,66,37,111.42937325520161,11.284777465896864,-2.83225414589324,13.326964850279133,0
128.90461136935613,200,49,121.46620775533533,8.32807361360569,7.376791012742319,14.840701765113058,0
57.56229944423458,29,66,59.94895672635054,11.093948185800475,5.946016844984399,9.643046821424191,0
82.24162326606879,6,47,85.71230298292761,3.9350584919288947,6.4401663580629105,1.4104587338990306,0
65.86397235976666,27,35,67.96181907634342,4.978026124011734,-13.991216386543346,11.409065743125717,0
106.48854079841907,269,40,103.08584073009982,8.12416756771137,-11.869223151358696,2.8865747751954682,0
108.0,13,75,155.5039220197013,14.384990123653276,9.053051801169122,36.54124416962023,1
71.52652920244209,18,38,71.47112657177057,11.00885544750623,-1.284102816732708,13.95266415088889,0
82.10527057006556,6,32,78.89696131449504,8.220575232752825,-3.8271458187332246,11.847687583613935,0
89.01012410536724,9,32,98.10326296554508,5.783370510933162,-13.209043789048705,10.561807678719273,0
119.53723854262091,76,12,126.6628644755561,11.5533042191177,-1.7172945734503438,17.771310097067854,0
70.96483644937135,22,56,64.57774670870943,3.7108272709088865,-11.367151881787546,8.984157355076606,0
132.80886633043022,91,40,132.6137199491827,8.428766377069877,-8.783010306037474,12.749438409510084,0
38.0,16,87,45.99911056194228,9.629498452771067,-0.24945341517319974,42.65231289561068,1
70.99623136527421,5,25,67.20863938432322,10.12517703792989,-10.432288165514201,8.131679288555203,0
96.19427018954094,190,30,102.83234744756747,14.627551900066036,-2.904398909508638,2.835254581914562,0
71.98263476724304,24,47,70.84319485948973,7.186384420217823,-4.890582233752863,6.642189497078687,0
110.19733201000439,285,52,114.41086210349664,6.820688748986363,-6.96968801878765,5.553781555529493,0
77.70642903684463,18,41,82.2942351082399,5.940161544846102,12.979689252820872,18.58281663556174,0
123.13990277237805,144,37,118.76960036037947,6.25570488884857,9.587721387081766,15.605381842245055,0
103.89124187031334,177,53,113.37142934608303,7.627522377599543,-3.161518664248515,14.850185368319,0
82.91048971915988,22,11,78.43250710023757,13.115607054754777,10.619652749292023,10.271799947705562,0
127.41182260006124,213,48,132.51806533521113,3.1214078873903963,5.180666333856018,7.239462295557733,0
78.84302584138467,9,18,79.6531958094454,11.854939144286504,-1.2474087798632638,2.2623445886277684,0
66.85861144200607,20,59,63.0263481115688,13.747233955461432,-7.444938557809632,5.19058516597306,0
119.88041038025074,160,45,127.28013107470086,15.122988210477164,8.116261541498382,7.797477205632375,0
135.05453465203328,73,13,135.74100402877988,6.3183767596166795,-7.254302031655648,9.417229572319648,0
76.93317900880889,4,65,77.85735962728326,9.822700592994076,-12.153439863889416,9.973317645816683,0
66.26238721622931,29,12,62.26962051419259,3.755541627572044,-10.127678590402656,9.707851232786014,0
71.72835132873394,15,23,67.81340545725273,14.292230205348455,-8.768363970027613,2.0572881913722485,0
64.78658309786965,13,24,56.82581640255681,6.537711730486059,2.5433938884521607,13.310236352415378,0
87.09701819187646,21,39,92.41092239236667,3.94243262677555,7.150611511605944,4.489474091426082,0
64.1136778031202,18,60,64.05635850773281,8.258460137429742,-13.106803520565892,11.63912581345893,0
84.76603838080031,9,63,85.10610793068052,11.46798205028248,11.059086722964281,3.3010698577857047,0
107.3379462972339,215,62,107.68620961982829,10.950512919075395,3.7890191018205166,10.271752889692856,0
61.31425807009069,0,40,61.398089457195745,9.95280500975906,-0.10368707431124297,6.498974069303459,0
131.7194496402257,144,59,135.61960660435093,8.633495903027097,2.4526262011877424,17.035476202073895,0
79.82877553188771,12,60,79.72241128373224,10.872566385237674,10.4867342442641,6.627531470009731,0
130.04826735323613,233,65,131.5224207992846,7.412825062748351,4.303807758611911,5.235694797068497,0
113.79626514514871,143,55,111.48891138629594,6.810983232512097,9.139260778361642,5.714898742804463,0
47.00517471723648,24,51,48.89132265021071,4.902605072095692,-4.734583013642289,8.86336206342832,0
133.48087864677956,167,44,137.43610902595003,4.074576107224029,-5.475697609993892,5.895492365719534,0
148.0,10,91,162.2515232586822,34.18611261750369,15.950660507851634,32.25384342236492,1
25.0,6,78,32.099062982589516,35.36399689041087,-5.409863410490956,19.128054231090502,1
119.0,3,87,92.33557479368872,26.123654772766585,42.21168537638793,42.10190717417977,1
154.0,13,85,157.90738336400563,23.722052609095574,48.60913534220757,31.251862979140284,1
119.6388752462786,246,38,121.50541520480202,12.005006315963005,-3.1910875387346183,6.876089582337188,0
157.0,33,78,155.2922172003024,16.297877160128674,37.68740575164218,41.1034363594445,1
87.26074949485545,253,49,86.43725973056559,4.977110542579498,11.276747536572952,14.19658321013942,0
127.10967403599822,58,15,133.2864087193345,12.174557224986028,-0.21737926352248516,3.3577407913805875,0
63.244378995667375,25,41,64.0108490050725,6.374823562858434,-6.52295663314047,5.976713683929354,0
57.175757531410866,19,39,56.03151995021579,6.967758376066044,6.006287084715369,8.361874083609987,0
130.31794990780526,223,32,132.4162775207956,10.432110966049981,4.281387768392792,14.093153308899492,0
145.0,5,94,168.82209392760183,20.760860036913407,52.22831682202401,34.83620056923524,1
117.05717781221301,243,14,113.7014597783974,7.946107134628532,-1.6369703034107639,8.064397868262217,0
69.31254009496264,19,33,73.10668643634177,7.457233917020389,7.680313447163406,8.102305512890368,0
125.63685014358668,294,60,131.70889357874526,4.149670802918039,-4.947428419465057,15.64140365178483,0
94.04850722078152,5,34,89.67304844390641,10.627511986297112,10.653083439742712,6.790015027733324,0
174.0,12,97,163.53206525445952,9.078676658620175,27.06087735051812,57.68562706243557,1
62.626873980998354,8,57,63.332113116294636,5.904861657266966,-12.981410739153418,14.000572490134768,0
119.20136144866197,87,21,114.3025517099421,6.811368973156689,-24.569207903192222,13.889861817333218,0
49.831811606459354,22,69,45.00348758884331,12.887499094702836,-4.654256267136432,4.130600177955137,0
37.0,0,92,28.190365787322154,29.80188745072042,15.195920525925914,41.11479062335497,1
118.08592808577939,95,62,119.79388211552296,9.009196291358757,0.40503848732133046,8.91271511547988,0
69.85823896629431,22,48,74.94983193908914,6.212159866651294,-0.2282116648779582,3.4670319677184525,0
150.25331316280375,82,15,155.7615967327856,8.19085327985051,-5.102824773835527,7.629272094382716,0
150.63114060215617,200,63,152.01793291197956,7.93316306244886,2.5766584861358837,9.94453998025699,0
55.760109092497274,9,26,60.74027158320568,9.415283239311744,-4.58517870897327,15.228522540266525,0
68.76114436185011,17,51,72.0147859956239,13.431911867643079,7.895205324400935,8.632013986555085,0
76.01064614944283,6,25,80.22188732324176,9.814927536589028,-2.759498605852141,11.374667830089457,0
85.75275341921959,9,40,87.27369358696896,7.765786829786563,-4.3374481498339055,12.203207755750846,0
76.06019339679797,17,60,73.91053332589465,6.8410425690921794,6.989456685235604,12.018936582628044,0
75.59283692336639,25,52,76.5279604900812,7.6461755926722805,-1.8168973361574507,9.489642175945113,0
71.35055091622023,16,24,82.36981140178125,7.288759061336421,0.4030841211992407,10.055602362453374,0
120.65743721527961,240,21,116.68355886943692,4.931562067781911,-7.00625020042204,7.987581585880598,0
73.47705820763008,1,12,69.31136930668228,4.926239920563544,-9.184788272587978,7.970841113396327,0
60.3110373425828,20,51,56.5984655882981,8.953415507605651,-5.036132384392673,10.974264106009235,0
81.52488460484629,3,40,81.098419889623,5.791868063693091,-9.199726244904891,9.384889913496623,0
157.0,14,76,198.72202191394808,1.967476899288858,41.11634300647619,38.99528323804515,1
62.4538588423365,29,35,66.68638631220621,2.789819546706682,2.7077848424968916,10.74443301976885,0
131.75030021731882,143,61,132.3386572062146,2.613353565195232,-9.235686570634037,13.50010563329488,0
57.088152588346375,4,22,58.42831252377628,2.952239338104298,-4.432542379431277,9.942830416838113,0
84.05956017904542,28,57,89.76882640310028,9.015658628857743,-7.503404612291191,11.083124877023096,0
140.0,19,98,141.4993727687138,19.442864554525123,41.99093972329189,64.11667213259034,1
75.98178788015309,25,12,65.66047651792599,8.0279640133882,-5.962754360398301,9.770944778409598,0
